Zákazník,Datum,Produkt (produkty)
customer-23066,2023-08-20 09:57:24,1× book-001
customer-23068,2023-08-20 09:41:58,1× book-023
customer-23070,2023-08-20 08:37:17,1× book-032
customer-23071,2023-08-20 08:20:25,1× book-032
customer-23073,2023-08-20 07:14:04,1× book-032
customer-23075,2023-08-19 22:05:29,"1× book-014, 1× book-014, 1× book-014"
customer-23076,2023-08-19 21:23:39,1× book-032
customer-23078,2023-08-19 21:17:51,1× book-032
customer-23080,2023-08-19 20:17:23,1× book-094
customer-23082,2023-08-19 19:37:43,1× book-032
customer-983,2023-08-19 18:57:58,1× book-032
customer-23085,2023-08-19 17:10:05,1× book-032
customer-23087,2023-08-19 16:37:33,1× book-032
customer-19032,2023-08-19 15:32:07,"1× book-133, 1× book-074, 1× book-074, 1× book-074, 1× book-128, 1× book-094, 1× book-132, 1× book-149"
customer-415,2023-08-19 14:17:07,"1× book-051, 1× book-023, 1× book-042, 1× book-148, 1× book-148, 1× book-148"
customer-5429,2023-08-19 14:05:22,"1× book-080, 1× book-080, 1× book-080"
customer-23090,2023-08-19 13:02:43,1× book-012
customer-7274,2023-08-19 12:26:44,"1× book-023, 1× book-023, 1× book-023"
customer-21771,2023-08-19 12:11:59,1× book-101
customer-23094,2023-08-19 11:15:00,1× book-072
customer-23096,2023-08-19 10:31:19,1× book-032
customer-23098,2023-08-19 09:54:23,1× book-032
customer-23100,2023-08-19 09:21:10,1× book-032
customer-5533,2023-08-19 08:58:56,"1× book-001, 1× book-032"
customer-23102,2023-08-19 08:28:53,1× book-032
customer-23104,2023-08-19 08:12:30,1× book-032
customer-23106,2023-08-19 07:17:05,1× book-032
customer-23108,2023-08-19 05:53:13,"1× book-032, 1× book-001, 1× book-001, 1× book-001"
customer-23109,2023-08-19 00:39:21,"1× book-032, 1× book-023, 1× book-048"
customer-23110,2023-08-18 23:27:39,1× book-032
customer-3123,2023-08-18 22:48:03,1× book-032
customer-23112,2023-08-18 22:16:50,1× book-032
customer-23114,2023-08-18 22:01:38,"1× book-032, 1× book-001"
customer-23116,2023-08-18 21:36:10,1× book-032
customer-19754,2023-08-18 21:24:27,"1× book-048, 1× book-003, 1× book-129, 1× book-076"
customer-23118,2023-08-18 20:55:15,1× book-032
customer-23120,2023-08-18 19:59:09,"1× book-003, 1× book-003, 1× book-003, 1× book-048, 1× book-048, 1× book-048"
customer-23122,2023-08-18 19:39:36,1× book-032
customer-23123,2023-08-18 19:28:48,1× book-032
customer-23125,2023-08-18 19:00:13,1× book-032
customer-1078,2023-08-18 18:42:09,1× book-032
customer-23128,2023-08-18 18:22:50,1× book-032
customer-10361,2023-08-18 17:35:26,1× book-032
customer-23131,2023-08-18 16:35:35,1× book-032
customer-23133,2023-08-18 16:05:43,"1× book-032, 1× book-000, 1× book-000, 1× book-000"
customer-23135,2023-08-18 15:24:40,"1× book-032, 1× book-001, 1× book-001, 1× book-001"
customer-23137,2023-08-18 14:49:47,1× book-032
customer-11833,2023-08-18 14:03:47,"1× book-129, 1× book-129, 1× book-129"
customer-23140,2023-08-18 13:58:44,1× book-032
customer-23142,2023-08-18 13:48:38,1× book-032
customer-23144,2023-08-18 13:15:38,1× book-032
customer-69,2023-08-18 13:10:41,1× book-032
customer-13898,2023-08-18 12:57:19,"1× book-012, 1× book-012, 1× book-012"
customer-23147,2023-08-18 12:26:31,"1× book-032, 1× book-090, 1× book-035, 1× book-059"
customer-23149,2023-08-18 12:09:08,"1× book-032, 1× book-000, 1× book-000, 1× book-000, 1× book-001, 1× book-038"
customer-23151,2023-08-18 11:51:40,1× book-032
customer-23153,2023-08-18 11:25:10,1× book-032
customer-23155,2023-08-18 11:06:27,1× book-032
customer-115,2023-08-18 10:59:10,1× book-032
customer-23158,2023-08-18 10:41:47,1× book-032
customer-23160,2023-08-18 10:37:12,1× book-032
customer-23161,2023-08-18 10:24:10,1× book-032
customer-23163,2023-08-18 10:16:52,"1× book-032, 1× book-059, 1× book-080"
customer-23164,2023-08-18 10:03:00,1× book-032
customer-23166,2023-08-18 09:48:15,1× book-032
customer-23168,2023-08-18 09:44:06,1× book-032
customer-23170,2023-08-18 09:40:05,"1× book-032, 1× book-000"
customer-23172,2023-08-18 09:27:32,"1× book-045, 1× book-012, 1× book-014"
customer-23174,2023-08-18 09:21:49,1× book-032
customer-23176,2023-08-18 09:12:44,1× book-032
customer-23178,2023-08-18 09:11:32,"1× book-032, 1× book-001"
customer-23180,2023-08-18 09:10:02,1× book-032
customer-23182,2023-08-18 09:01:32,1× book-032
customer-23183,2023-08-18 08:51:49,1× book-032
customer-23185,2023-08-18 08:34:42,1× book-032
customer-23187,2023-08-18 08:27:10,1× book-032
customer-23189,2023-08-18 07:53:51,1× book-032
customer-23191,2023-08-18 07:25:49,1× book-032
customer-774,2023-08-18 06:29:11,"1× book-014, 1× book-003, 1× book-063, 1× book-059, 1× book-015, 1× book-051, 1× book-023, 1× book-075, 1× book-090, 1× book-012, 1× book-017, 1× book-000, 1× book-098, 1× book-048, 1× book-107, 1× book-077, 1× book-070, 1× book-144, 1× book-078, 1× book-125"
customer-23194,2023-08-18 00:49:25,1× book-032
customer-23196,2023-08-17 23:58:28,"1× book-000, 1× book-000, 1× book-000"
customer-23198,2023-08-17 23:35:55,1× book-032
customer-23199,2023-08-17 22:39:17,1× book-032
customer-23201,2023-08-17 22:19:44,1× book-032
customer-23203,2023-08-17 22:16:39,1× book-032
customer-23205,2023-08-17 22:00:05,1× book-032
customer-23207,2023-08-17 21:53:57,"1× book-000, 1× book-032"
customer-23209,2023-08-17 21:40:29,1× book-032
customer-23210,2023-08-17 21:18:33,1× book-006
customer-5948,2023-08-17 21:06:06,"1× book-014, 1× book-146, 1× book-023"
customer-23213,2023-08-17 21:00:47,"1× book-032, 1× book-000"
customer-17,2023-08-17 20:52:02,1× book-012
customer-23215,2023-08-17 20:39:52,1× book-032
customer-23217,2023-08-17 20:28:59,1× book-032
customer-23219,2023-08-17 20:27:39,"1× book-032, 1× book-000, 1× book-000, 1× book-000, 1× book-001"
customer-23220,2023-08-17 19:59:31,1× book-032
customer-23221,2023-08-17 19:34:57,1× book-032
customer-23223,2023-08-17 19:27:05,1× book-032
customer-23225,2023-08-17 18:51:09,"1× book-032, 1× book-093, 1× book-093, 1× book-093"
customer-20143,2023-08-17 18:34:41,"1× book-032, 1× book-000, 1× book-000, 1× book-000, 1× book-001"
customer-4934,2023-08-17 17:36:13,"1× book-032, 1× book-038, 1× book-044"
customer-23227,2023-08-17 17:26:38,1× book-032
customer-23228,2023-08-17 17:17:31,1× book-032
customer-23230,2023-08-17 17:12:40,1× book-032
customer-23232,2023-08-17 17:01:39,1× book-032
customer-666,2023-08-17 16:51:30,1× book-032
customer-23235,2023-08-17 16:34:39,"1× book-032, 1× book-001"
customer-23236,2023-08-17 16:22:09,1× book-032
customer-23238,2023-08-17 15:50:05,"1× book-072, 1× book-072, 1× book-072"
customer-23240,2023-08-17 14:34:25,"1× book-032, 1× book-143"
customer-23242,2023-08-17 14:21:58,1× book-032
customer-23244,2023-08-17 14:15:11,"1× book-064, 1× book-124"
customer-18588,2023-08-17 13:49:53,1× book-032
customer-23246,2023-08-17 13:38:42,1× book-028
customer-23248,2023-08-17 12:59:49,1× book-032
customer-21295,2023-08-17 12:35:45,"1× book-056, 1× book-056, 1× book-056"
customer-23250,2023-08-17 12:10:20,1× book-032
customer-23252,2023-08-17 11:34:53,"1× book-032, 1× book-001, 1× book-000"
customer-23254,2023-08-17 10:37:30,"1× book-042, 1× book-023"
customer-23256,2023-08-17 10:31:39,1× book-032
customer-23257,2023-08-17 09:42:58,1× book-032
customer-23258,2023-08-17 09:23:34,1× book-032
customer-2084,2023-08-17 09:17:24,"1× book-032, 1× book-023, 1× book-042"
customer-23261,2023-08-17 09:15:58,"1× book-039, 1× book-039, 1× book-039"
customer-23262,2023-08-17 08:51:36,"1× book-032, 1× book-081"
customer-23264,2023-08-17 08:37:26,1× book-032
customer-23266,2023-08-17 08:19:28,1× book-032
customer-23267,2023-08-17 07:55:30,1× book-032
customer-23269,2023-08-17 07:30:28,1× book-032
customer-23271,2023-08-17 07:24:21,1× book-032
customer-23273,2023-08-17 07:14:18,1× book-032
customer-23275,2023-08-16 23:34:49,"1× book-104, 1× book-104, 1× book-104"
customer-23276,2023-08-16 22:34:13,1× book-032
customer-23278,2023-08-16 22:11:21,1× book-032
customer-3388,2023-08-16 21:11:54,1× book-032
customer-23280,2023-08-16 20:38:51,1× book-032
customer-5483,2023-08-16 20:25:40,1× book-135
customer-23282,2023-08-16 20:15:56,1× book-032
customer-23284,2023-08-16 20:03:21,1× book-147
customer-23286,2023-08-16 19:35:34,1× book-032
customer-23288,2023-08-16 19:11:10,1× book-032
customer-23289,2023-08-16 18:55:54,1× book-032
customer-23291,2023-08-16 18:18:41,"1× book-004, 1× book-062, 1× book-060, 1× book-074"
customer-23293,2023-08-16 17:38:01,1× book-032
customer-23295,2023-08-16 17:00:12,1× book-032
customer-23297,2023-08-16 15:30:29,"1× book-065, 1× book-065, 1× book-065, 1× book-028, 1× book-028, 1× book-028, 1× book-028, 1× book-060, 1× book-060, 1× book-060, 1× book-045, 1× book-045, 1× book-045, 1× book-045, 1× book-083"
customer-10570,2023-08-16 15:13:00,1× book-032
customer-23299,2023-08-16 15:01:53,1× book-032
customer-23301,2023-08-16 14:28:26,1× book-032
customer-23303,2023-08-16 13:59:20,"1× book-000, 1× book-000, 1× book-000, 1× book-000, 1× book-001, 1× book-001, 1× book-001"
customer-12488,2023-08-16 13:22:18,1× book-004
customer-2853,2023-08-16 12:40:49,"1× book-042, 1× book-042, 1× book-042"
customer-2855,2023-08-16 12:28:37,"1× book-093, 1× book-093, 1× book-093"
customer-23307,2023-08-16 12:00:10,1× book-032
customer-23309,2023-08-16 11:26:13,1× book-012
customer-23311,2023-08-16 10:47:34,1× book-075
customer-23313,2023-08-16 10:32:25,1× book-032
customer-22491,2023-08-16 10:24:07,1× book-104
customer-23314,2023-08-16 10:20:50,1× book-032
customer-23315,2023-08-16 10:15:42,1× book-032
customer-23316,2023-08-16 09:42:38,1× merch-017
customer-97,2023-08-16 09:36:03,1× book-032
customer-23319,2023-08-16 09:24:15,1× book-032
customer-23321,2023-08-16 09:12:12,1× book-032
customer-23322,2023-08-16 09:04:35,1× book-032
customer-23324,2023-08-16 09:02:59,1× book-032
customer-1947,2023-08-16 08:49:53,"1× book-023, 1× book-051"
customer-22045,2023-08-16 08:44:06,1× book-032
customer-23327,2023-08-16 08:36:36,1× book-032
customer-9184,2023-08-16 08:18:00,1× book-032
customer-16579,2023-08-16 08:05:13,"1× book-014, 1× book-014, 1× book-014"
customer-23329,2023-08-16 07:58:48,"1× book-032, 1× book-012, 1× book-142"
customer-14578,2023-08-16 07:54:57,"1× book-059, 1× book-014, 1× book-015, 1× book-061"
customer-23332,2023-08-16 07:33:39,1× book-032
customer-23334,2023-08-16 07:05:53,1× book-032
customer-627,2023-08-16 06:28:38,1× book-032
customer-22788,2023-08-16 05:34:30,1× book-070
customer-23337,2023-08-15 23:24:22,1× book-032
customer-23339,2023-08-15 23:05:57,1× book-032
customer-23340,2023-08-15 22:59:29,1× book-032
customer-23342,2023-08-15 22:51:20,1× book-032
customer-9170,2023-08-15 22:27:42,"1× book-042, 1× book-042, 1× book-042, 1× book-008, 1× book-008, 1× book-008, 1× book-061, 1× book-061, 1× book-061"
customer-23345,2023-08-15 22:19:12,1× book-032
customer-23347,2023-08-15 21:54:30,1× book-032
customer-23349,2023-08-15 21:42:28,1× book-032
customer-9212,2023-08-15 21:33:50,1× book-032
customer-23351,2023-08-15 21:08:38,1× book-032
customer-23353,2023-08-15 20:51:52,"1× book-032, 1× book-061, 1× book-113"
customer-2582,2023-08-15 20:44:31,1× book-032
customer-23356,2023-08-15 20:39:39,1× book-032
customer-23358,2023-08-15 20:30:36,1× book-032
customer-19799,2023-08-15 20:25:29,1× book-032
customer-23361,2023-08-15 20:15:09,1× book-143
customer-12215,2023-08-15 20:04:05,1× book-032
customer-23364,2023-08-15 20:00:00,1× book-032
customer-23365,2023-08-15 19:55:43,"1× book-032, 1× book-001"
customer-23367,2023-08-15 19:28:54,1× book-032
customer-1892,2023-08-15 18:53:25,1× book-032
customer-23370,2023-08-15 18:37:11,"1× book-032, 1× book-000"
customer-23372,2023-08-15 18:32:32,1× book-032
customer-23374,2023-08-15 18:20:25,1× book-032
customer-23376,2023-08-15 18:00:26,1× book-032
customer-1188,2023-08-15 17:17:21,1× book-039
customer-23378,2023-08-15 16:58:34,1× book-015
customer-23380,2023-08-15 16:51:00,1× book-032
customer-23382,2023-08-15 16:39:06,1× book-032
customer-23384,2023-08-15 16:17:40,1× book-032
customer-23386,2023-08-15 16:07:05,1× book-032
customer-6011,2023-08-15 16:03:49,1× book-032
customer-23389,2023-08-15 15:57:45,1× book-008
customer-23391,2023-08-15 15:47:37,1× book-032
customer-23393,2023-08-15 15:31:55,1× book-032
customer-23395,2023-08-15 15:12:36,"1× book-032, 1× book-023"
customer-5929,2023-08-15 15:11:07,1× book-032
customer-2831,2023-08-15 14:54:44,"1× book-042, 1× book-042, 1× book-042, 1× book-119, 1× book-119, 1× book-119, 1× book-051, 1× book-051, 1× book-051, 1× book-023, 1× book-023, 1× book-023, 1× book-105, 1× book-105, 1× book-105"
customer-23399,2023-08-15 14:53:15,"1× book-032, 1× book-042"
customer-17018,2023-08-15 14:37:49,"1× book-008, 1× book-008, 1× book-008"
customer-23402,2023-08-15 14:37:36,"1× book-032, 1× book-051, 1× book-061"
customer-23404,2023-08-15 14:33:51,1× book-032
customer-23406,2023-08-15 14:30:03,1× book-032
customer-23408,2023-08-15 14:18:27,1× book-032
customer-23410,2023-08-15 14:11:44,1× book-032
customer-23412,2023-08-15 14:11:25,1× book-032
customer-23414,2023-08-15 14:04:19,1× book-032
customer-23415,2023-08-15 14:02:31,1× book-032
customer-23416,2023-08-15 13:49:18,1× book-032
customer-13378,2023-08-15 13:47:21,1× book-032
customer-23419,2023-08-15 13:38:52,1× book-032
customer-23421,2023-08-15 13:29:19,1× book-032
customer-23423,2023-08-15 13:24:48,1× book-032
customer-23424,2023-08-15 13:11:21,1× book-032
customer-23425,2023-08-15 13:10:39,"1× book-032, 1× book-001"
customer-23426,2023-08-15 13:05:38,1× book-032
customer-23427,2023-08-15 12:57:20,"1× book-032, 1× book-080, 1× book-080, 1× book-080"
customer-23429,2023-08-15 12:55:53,"1× book-032, 1× book-023, 1× book-070"
customer-23431,2023-08-15 12:47:07,"1× book-012, 1× book-048, 1× book-003, 1× book-013, 1× book-006, 1× book-014"
customer-23433,2023-08-15 12:38:59,1× book-032
customer-23435,2023-08-15 12:33:02,1× book-032
customer-23436,2023-08-15 12:26:34,1× book-032
customer-752,2023-08-15 12:21:02,"1× book-007, 1× book-020"
customer-752,2023-08-15 12:17:21,"1× book-023, 1× book-042"
customer-3813,2023-08-15 12:10:18,1× book-032
customer-23441,2023-08-15 12:08:31,1× book-032
customer-23443,2023-08-15 12:04:33,1× book-032
customer-23445,2023-08-15 12:01:34,1× book-032
customer-23447,2023-08-15 11:55:19,1× book-032
customer-23448,2023-08-15 11:54:16,1× book-032
customer-23450,2023-08-15 11:49:34,1× book-032
customer-23452,2023-08-15 11:42:07,1× book-032
customer-23454,2023-08-15 11:39:21,1× book-032
customer-5949,2023-08-15 11:36:58,1× book-032
customer-23457,2023-08-15 11:34:33,"1× book-032, 1× book-077"
customer-23459,2023-08-15 11:31:32,1× book-032
customer-23461,2023-08-15 11:25:24,1× book-032
customer-23463,2023-08-15 11:21:53,1× book-032
customer-23464,2023-08-15 11:20:21,1× book-032
customer-5098,2023-08-15 11:16:33,1× book-032
customer-23467,2023-08-15 11:14:32,1× book-032
customer-23468,2023-08-15 11:12:57,1× book-032
customer-23470,2023-08-15 11:06:17,1× book-032
customer-23472,2023-08-15 11:05:55,1× book-032
customer-12306,2023-08-15 11:04:36,1× book-032
customer-23474,2023-08-15 11:03:25,1× book-032
customer-23476,2023-08-15 11:02:41,1× book-032
customer-23477,2023-08-15 11:00:39,1× book-032
customer-12578,2023-08-15 10:59:25,1× book-032
customer-4222,2023-08-15 10:57:17,1× book-032
customer-23481,2023-08-15 10:56:22,1× book-032
customer-23483,2023-08-15 10:54:10,1× book-032
customer-23485,2023-08-15 10:50:36,1× book-032
customer-23487,2023-08-15 10:46:45,1× book-032
customer-1360,2023-08-15 10:28:19,1× book-032
customer-23490,2023-08-15 09:54:29,1× book-032
customer-23491,2023-08-15 09:31:29,1× book-032
customer-12775,2023-08-15 09:28:56,"1× book-023, 1× book-023, 1× book-023, 1× book-042, 1× book-042, 1× book-042, 1× book-119, 1× book-119, 1× book-119, 1× book-051, 1× book-051, 1× book-051"
customer-23494,2023-08-15 08:33:00,1× book-032
customer-23495,2023-08-15 08:22:18,1× book-032
customer-23497,2023-08-15 07:55:45,1× book-032
customer-23499,2023-08-15 07:31:24,1× book-032
customer-23501,2023-08-15 06:57:38,"1× book-023, 1× book-023, 1× book-023"
customer-23503,2023-08-15 04:31:35,1× book-032
customer-23504,2023-08-14 22:51:01,1× book-032
customer-23506,2023-08-14 22:11:28,1× book-032
customer-23508,2023-08-14 21:25:29,1× book-032
customer-23510,2023-08-14 21:19:34,1× book-032
customer-23511,2023-08-14 20:49:57,1× book-032
customer-23512,2023-08-14 20:46:54,1× book-032
customer-9822,2023-08-14 20:09:51,1× book-032
customer-2378,2023-08-14 19:08:29,1× book-032
customer-23516,2023-08-14 18:30:10,1× book-032
customer-246,2023-08-14 18:05:46,1× book-023
customer-23519,2023-08-14 17:34:43,"1× book-032, 1× book-000, 1× book-001"
customer-23521,2023-08-14 17:19:08,1× book-032
customer-23523,2023-08-14 17:10:56,1× book-032
customer-23525,2023-08-14 17:08:03,1× book-032
customer-23527,2023-08-14 16:47:02,1× book-032
customer-2789,2023-08-14 16:42:47,1× book-085
customer-23530,2023-08-14 16:34:43,"1× book-048, 1× book-048, 1× book-048"
customer-23532,2023-08-14 16:05:30,1× book-032
customer-23534,2023-08-14 15:50:03,1× book-032
customer-23535,2023-08-14 15:01:10,"1× book-042, 1× book-042, 1× book-042"
customer-23537,2023-08-14 14:49:56,1× book-032
customer-8752,2023-08-14 14:39:47,"1× book-023, 1× book-051, 1× book-007, 1× book-101"
customer-23539,2023-08-14 14:34:27,1× book-032
customer-23540,2023-08-14 14:24:29,1× book-032
customer-23542,2023-08-14 14:09:06,1× book-032
customer-11114,2023-08-14 14:00:27,1× book-032
customer-4803,2023-08-14 13:42:49,1× book-032
customer-15879,2023-08-14 13:36:30,1× book-032
customer-23546,2023-08-14 13:21:22,1× book-032
customer-23547,2023-08-14 13:17:01,1× book-032
customer-23548,2023-08-14 12:59:55,"1× book-032, 1× book-048"
customer-23550,2023-08-14 12:51:22,"1× book-012, 1× book-012, 1× book-012"
customer-23551,2023-08-14 12:31:11,1× book-032
customer-4890,2023-08-14 12:27:24,"1× book-042, 1× book-042, 1× book-042"
customer-23553,2023-08-14 12:17:48,1× book-032
customer-23554,2023-08-14 12:16:04,1× book-032
customer-23556,2023-08-14 12:11:21,1× book-032
customer-23558,2023-08-14 11:51:59,1× book-032
customer-23559,2023-08-14 11:41:37,"1× book-032, 1× book-000, 1× book-000, 1× book-000"
customer-23561,2023-08-14 11:19:48,1× book-032
customer-23563,2023-08-14 11:02:05,1× book-001
customer-23564,2023-08-14 10:42:00,1× book-032
customer-3530,2023-08-14 09:56:17,"1× book-032, 1× book-103, 1× book-089"
customer-6138,2023-08-14 09:35:41,1× book-032
customer-23566,2023-08-14 08:59:39,1× book-028
customer-6651,2023-08-14 07:25:54,1× book-032
customer-23568,2023-08-14 07:04:22,1× book-032
customer-3500,2023-08-14 05:43:07,1× book-051
customer-16299,2023-08-13 22:57:43,"1× book-142, 1× book-142, 1× book-142"
customer-3382,2023-08-13 22:22:29,"1× book-090, 1× book-074, 1× book-017, 1× book-032"
customer-230,2023-08-13 20:50:39,"1× book-135, 1× book-135, 1× book-135"
customer-10734,2023-08-13 20:46:11,1× book-011
customer-6137,2023-08-13 19:02:03,"1× book-032, 1× book-001, 1× book-001, 1× book-001"
customer-23573,2023-08-13 18:34:42,1× book-032
customer-23575,2023-08-13 17:21:47,"1× book-070, 1× book-070, 1× book-070"
customer-12881,2023-08-13 17:06:46,"1× book-056, 1× book-056, 1× book-056, 1× book-003, 1× book-003, 1× book-003"
customer-23577,2023-08-13 16:07:52,1× book-032
customer-23579,2023-08-13 15:40:53,1× book-032
customer-2706,2023-08-13 14:21:41,"1× book-048, 1× book-048, 1× book-048"
customer-23581,2023-08-13 12:22:48,1× book-014
customer-23582,2023-08-13 11:34:35,1× book-032
customer-22788,2023-08-13 10:35:12,1× book-101
customer-8427,2023-08-13 10:16:30,"1× book-001, 1× book-032"
customer-11171,2023-08-13 09:07:26,1× book-032
customer-1795,2023-08-13 07:57:57,1× book-004
customer-23588,2023-08-13 07:24:49,1× book-032
customer-23590,2023-08-13 02:01:55,"1× book-032, 1× book-023, 1× book-023, 1× book-023"
customer-23592,2023-08-12 23:50:33,1× book-032
customer-23593,2023-08-12 21:06:33,1× book-032
customer-13762,2023-08-12 20:35:41,"1× book-042, 1× book-042, 1× book-042, 1× book-023, 1× book-023, 1× book-023"
customer-23595,2023-08-12 20:16:31,"1× book-039, 1× book-039, 1× book-039, 1× book-048, 1× book-135"
customer-17220,2023-08-12 18:30:41,1× book-032
customer-23597,2023-08-12 17:27:56,1× book-032
customer-23599,2023-08-12 16:52:19,1× book-032
customer-863,2023-08-12 16:06:57,"1× book-051, 1× book-032"
customer-23602,2023-08-12 15:39:31,"1× book-032, 1× book-001, 1× book-000"
customer-23604,2023-08-12 14:37:28,1× book-032
customer-20275,2023-08-12 13:47:11,1× book-109
customer-23607,2023-08-12 13:24:53,1× book-032
customer-23608,2023-08-12 13:22:04,"1× book-032, 1× book-003"
customer-15948,2023-08-12 12:44:30,"1× book-074, 1× book-074, 1× book-074, 1× book-012, 1× book-012, 1× book-012"
customer-23611,2023-08-12 11:32:21,1× book-032
customer-5200,2023-08-12 10:34:55,1× book-042
customer-21743,2023-08-12 09:51:20,1× book-032
customer-23615,2023-08-12 09:34:41,1× book-032
customer-23617,2023-08-12 09:25:38,1× book-032
customer-23619,2023-08-12 08:18:57,1× book-032
customer-10990,2023-08-12 07:37:52,"1× book-032, 1× book-001, 1× book-085, 1× book-023"
customer-23622,2023-08-12 06:07:52,1× book-000
customer-11568,2023-08-12 00:18:01,1× book-032
customer-23624,2023-08-11 23:39:32,1× book-032
customer-23625,2023-08-11 22:52:54,1× book-032
customer-23627,2023-08-11 22:30:00,1× book-032
customer-8203,2023-08-11 22:24:51,1× book-032
customer-23630,2023-08-11 21:59:48,1× book-032
customer-23631,2023-08-11 21:41:20,1× book-032
customer-7847,2023-08-11 20:55:13,1× book-032
customer-23633,2023-08-11 19:35:09,"1× book-032, 1× book-053"
customer-23635,2023-08-11 19:00:08,1× book-032
customer-17247,2023-08-11 18:42:12,1× book-032
customer-23638,2023-08-11 18:35:42,"1× book-000, 1× book-000, 1× book-000, 1× book-032"
customer-23639,2023-08-11 18:07:56,1× book-014
customer-11006,2023-08-11 17:34:36,1× book-032
customer-23641,2023-08-11 17:31:37,1× book-001
customer-23643,2023-08-11 17:09:12,3× book-032
customer-23645,2023-08-11 16:51:34,2× book-032
customer-23646,2023-08-11 16:29:45,1× book-032
customer-23648,2023-08-11 14:46:36,1× book-032
customer-23650,2023-08-11 14:44:22,1× book-032
customer-23652,2023-08-11 14:00:46,1× book-032
customer-23654,2023-08-11 13:43:54,1× book-032
customer-23656,2023-08-11 13:11:40,1× book-032
customer-23658,2023-08-11 12:00:41,1× book-032
customer-23660,2023-08-11 11:36:39,1× book-032
customer-16605,2023-08-11 11:29:59,"1× book-090, 1× book-090, 1× book-090"
customer-23663,2023-08-11 11:02:48,1× book-032
customer-1558,2023-08-11 10:33:07,"1× book-032, 1× book-000"
customer-8936,2023-08-11 10:18:26,"1× merch-015, 1× book-014, 1× book-000, 1× book-000, 1× book-000, 1× book-023, 1× book-042, 1× book-042, 1× book-042"
customer-10781,2023-08-11 09:51:43,"1× book-032, 1× book-001"
customer-5298,2023-08-11 09:39:22,"1× book-042, 1× book-042, 1× book-042, 1× book-023, 1× book-023, 1× book-023, 1× book-007, 1× book-007, 1× book-007, 1× book-028, 1× book-028, 1× book-028"
customer-23666,2023-08-11 09:21:34,1× book-032
customer-23668,2023-08-11 09:02:44,1× book-032
customer-23670,2023-08-11 08:51:51,1× book-032
